corrDailyDust30,corrDailyPrecip30,corrDailyPDO,corrDailyMonthNoVolc
1.51358911169482e-10,1.95232502466925e-05,0.12,NaN
1.61391440371633e-10,1.50849182612906e-05,0.12,NaN
1.84352968476549e-10,1.20626758917421e-05,0.12,NaN
1.94533547913203e-10,1.22361916913382e-05,0.12,NaN
2.00958377626742e-10,1.2281117413664e-05,0.12,NaN
1.88704377596349e-10,1.253975858087e-05,0.12,NaN
1.32026421401918e-10,1.29379077051862e-05,0.12,NaN
5.88011426573403e-11,1.29278604028022e-05,-0.08,NaN
-2.39532733823783e-13,1.11994028460656e-05,-0.08,NaN
-3.1848654944993e-11,1.17630933955051e-05,-0.08,NaN
-3.03006442029183e-11,1.15279542394543e-05,-0.08,NaN
-3.02014062382169e-11,1.12945176901742e-05,-0.08,NaN
-2.70841226604829e-11,1.59243612445159e-05,-0.08,NaN
-2.11834281380419e-11,1.98032023624691e-05,-0.08,NaN
-1.45231876785395e-11,2.13848978751817e-05,-0.08,NaN
-6.4101761126255e-12,2.19474356589617e-05,-0.08,NaN
4.14772073806384e-12,2.24337562168753e-05,-0.08,NaN
1.05119470068898e-11,2.24021168493555e-05,-0.08,NaN
1.6130780708398e-11,2.22217758642532e-05,-0.08,NaN
2.24811680146641e-11,2.21827470345323e-05,-0.08,NaN
3.46438118702324e-11,2.23518653580328e-05,-0.08,NaN
4.84129908083485e-11,2.25189553591627e-05,-0.08,NaN
4.53923564384759e-11,2.30724652471372e-05,-0.08,NaN
4.14956951172327e-11,2.28561285466169e-05,-0.08,NaN
4.99029665342365e-11,2.04411689510117e-05,-0.08,NaN
6.01799591953133e-11,2.03072034541818e-05,-0.08,NaN
7.06283853494025e-11,1.96604542006148e-05,-0.08,NaN
8.90038862910497e-11,2.1171871873924e-05,-0.08,NaN
1.06327349193901e-10,2.15906864726382e-05,-0.08,NaN
1.16813661627311e-10,2.18244092665596e-05,-0.08,NaN
1.20293723560788e-10,2.10577887788084e-05,-0.08,NaN
1.29865103336213e-10,2.11636312661804e-05,-0.08,NaN
1.2915667519276e-10,2.75729025172666e-05,-0.08,NaN
1.00405772121128e-10,3.15240700220933e-05,-0.08,NaN
9.19160909815457e-11,3.30376873320548e-05,-0.08,NaN
8.93799664657091e-11,3.31937189986096e-05,-0.08,NaN
7.92941889446396e-11,3.29308168029805e-05,-0.08,NaN
7.26468554789556e-11,3.21940517198372e-05,-0.08,NaN
5.90067802985012e-11,3.15645199192173e-05,0.51,NaN
4.36698178840297e-11,2.94916986269816e-05,0.51,NaN
2.9545683938689e-11,2.99851858089929e-05,0.51,NaN
1.52163042470781e-11,2.99079337339473e-05,0.51,NaN
2.19146574868632e-12,3.44507403008597e-05,0.51,NaN
-8.33574729281128e-12,3.09035345056443e-05,0.51,NaN
-1.46598401998681e-11,2.60791272210212e-05,0.51,NaN
-1.61670805856435e-11,2.44380680234934e-05,0.51,NaN
-2.14425847149831e-11,2.38175660788727e-05,0.51,NaN
-2.97186908920272e-11,2.3103406849531e-05,0.51,NaN
-4.01731293026285e-11,2.30589374110524e-05,0.51,NaN
-5.425661901268e-11,2.43653742176902e-05,0.51,NaN
-6.89037920277169e-11,2.55450729303547e-05,0.51,NaN
-8.77614490732629e-11,2.57148232116876e-05,0.51,NaN
-9.61139001354292e-11,2.50190548438561e-05,0.51,NaN
-9.96017387579414e-11,2.63210224823683e-05,0.51,NaN
-1.07591500347322e-10,2.73057631921683e-05,0.51,NaN
-1.20154054940358e-10,2.71545599442443e-05,0.51,NaN
-1.3952674654294e-10,2.68067234958577e-05,0.51,NaN
-1.55104088012457e-10,2.75182406329627e-05,0.51,NaN
-1.66434009210497e-10,2.72484496514888e-05,0.51,NaN
-1.75501361752971e-10,2.72205202437302e-05,0.51,NaN
-1.76761588056375e-10,2.69214463212419e-05,0.51,NaN
-1.80096051524993e-10,2.64966852721527e-05,0.51,NaN
-1.92718946678371e-10,2.57770546063589e-05,0.51,NaN
-1.99048062144043e-10,1.94924505876357e-05,0.51,NaN
-2.00125247120972e-10,1.44974938221054e-05,0.51,NaN
-2.01759106285747e-10,1.24291399901855e-05,0.51,NaN
-2.02318441346095e-10,1.19660726691195e-05,0.51,NaN
-1.96244335888319e-10,1.18661663134155e-05,0.51,NaN
-1.97174661230986e-10,1.17371473722843e-05,0.15,NaN
-1.98403288503406e-10,1.51826364459666e-05,0.15,NaN
-1.96897431175522e-10,2.0982604443019e-05,0.15,NaN
-1.97783292940696e-10,1.91311126062127e-05,0.15,NaN
-2.00131918775891e-10,1.92634826717497e-05,0.15,NaN
-1.98923426606734e-10,1.48216883670631e-05,0.15,NaN
-2.00147977024627e-10,3.09048772792016e-05,0.15,NaN
-2.02761396667426e-10,3.4273518177851e-05,0.15,NaN
-2.09909992125271e-10,3.94192647634593e-05,0.15,NaN
-2.1373932755662e-10,3.91369317802759e-05,0.15,NaN
-2.15833738752089e-10,3.89047190405741e-05,0.15,NaN
-2.18535686634694e-10,4.01511068433815e-05,0.15,NaN
-2.23795505343492e-10,4.3658582341204e-05,0.15,NaN
-2.28036976683493e-10,5.02986321523327e-05,0.15,NaN
-2.33202934113978e-10,5.29123951129659e-05,0.15,NaN
-2.45462179865496e-10,5.50691381471274e-05,0.15,NaN
-2.56483173570956e-10,5.40946149852937e-05,0.15,NaN
-2.64867924431344e-10,5.35060682121403e-05,0.15,NaN
-2.71013196996029e-10,5.29081218716847e-05,0.15,NaN
-2.73249068348868e-10,5.32359779583428e-05,0.15,NaN
-2.69085805383801e-10,5.33821082774218e-05,0.15,NaN
-2.59954992342659e-10,5.21742654133838e-05,0.15,NaN
-2.60284773246287e-10,5.22872303679378e-05,0.15,NaN
-2.62495222974399e-10,5.24895992173847e-05,0.15,NaN
-2.58932311034334e-10,5.45940274185529e-05,0.15,NaN
-2.24762524919211e-10,5.96245087998047e-05,0.15,NaN
-1.73256403601888e-10,6.10666838859034e-05,0.15,NaN
-1.28919719839603e-10,6.08169433927236e-05,0.15,NaN
-8.46388895540966e-11,6.05160934078146e-05,0.15,NaN
-4.77997984940869e-11,6.01922727190349e-05,0.15,NaN
-2.04746005490726e-11,6.68364407706771e-05,0.15,NaN
4.38818440411899e-12,7.36795004963366e-05,-0.6,NaN
2.19813144360988e-11,7.27371135341119e-05,-0.6,NaN
3.4950898685123e-11,6.68289732450234e-05,-0.6,NaN
4.61460475782471e-11,6.69098360702727e-05,-0.6,NaN
5.92299961940588e-11,6.82667862531452e-05,-0.6,NaN
7.26030514028858e-11,6.83951714387979e-05,-0.6,NaN
8.56499563571411e-11,5.09385935297784e-05,-0.6,NaN
9.41221479637666e-11,5.29600188732371e-05,-0.6,NaN
1.09852987126822e-10,5.3085637743974e-05,-0.6,NaN
1.29114449399649e-10,5.29308158843171e-05,-0.6,NaN
1.39608383444938e-10,5.28609990178622e-05,-0.6,NaN
1.45309595735571e-10,5.17563603129488e-05,-0.6,NaN
1.50917867606262e-10,4.94721847919657e-05,-0.6,NaN
1.54532202020459e-10,4.25328324876466e-05,-0.6,NaN
1.56681128727452e-10,3.90657397013088e-05,-0.6,NaN
1.58030757264791e-10,3.65355397528402e-05,-0.6,NaN
1.59818778506936e-10,3.53664088300906e-05,-0.6,NaN
1.62157121481302e-10,3.51152147745079e-05,-0.6,NaN
1.65630122164368e-10,3.47087725818232e-05,-0.6,NaN
1.67351995602433e-10,3.37719161677066e-05,-0.6,NaN
1.60909902292224e-10,3.25801975348222e-05,-0.6,NaN
1.65430397666471e-10,3.20239270782104e-05,-0.6,NaN
1.66623430163149e-10,3.11158163483712e-05,-0.6,NaN
1.66266401891751e-10,3.19742164391509e-05,-0.6,NaN
1.61428923660955e-10,2.94833072607798e-05,-0.6,NaN
1.27568971082958e-10,2.3826714508123e-05,-0.6,NaN
8.13049840216392e-11,2.18266845987335e-05,-0.6,NaN
5.22082877652719e-11,2.19388241906736e-05,-0.6,NaN
1.32092017706374e-11,2.22091680789852e-05,-0.6,NaN
-1.31794596670219e-11,2.21872699915453e-05,-0.6,NaN
-2.57058918231491e-11,1.51438462179622e-05,0.16,NaN
-3.65888686905073e-11,8.35561166983179e-06,0.16,NaN
-3.87914403525477e-11,5.71830865564172e-06,0.16,NaN
-3.7007458218161e-11,5.28540936731691e-06,0.16,NaN
-3.35043044902414e-11,4.41643674085814e-06,0.16,NaN
-3.16052362016606e-11,3.83994990144845e-06,0.16,NaN
-3.41053686137716e-11,6.3422445890088e-06,0.16,NaN
-3.86318199092592e-11,6.5205042933136e-06,0.16,NaN
-3.72997509538751e-11,3.870686311316e-06,0.16,NaN
-4.39405881192383e-11,4.44123696832271e-06,0.16,NaN
-5.61152833989369e-11,7.2933817346611e-06,0.16,NaN
-6.10504921146463e-11,7.2761665501989e-06,0.16,NaN
-5.98216538774685e-11,8.96971417842483e-06,0.16,NaN
-5.39259389474419e-11,6.68159542180466e-06,0.16,NaN
-4.90091786343621e-11,5.34568911684785e-06,0.16,NaN
-4.29578712584353e-11,7.22331108226741e-06,0.16,NaN
-3.58772225383502e-11,1.12505458971108e-05,0.16,NaN
-3.05020360091721e-11,1.47400096777616e-05,0.16,NaN
-2.67678627969996e-11,1.66736760325812e-05,0.16,NaN
-2.50416624803923e-11,2.31343985090618e-05,0.16,NaN
-2.29595099703559e-11,2.66539392571004e-05,0.16,NaN
-1.92145688106772e-11,2.68192331529474e-05,0.16,NaN
-2.85838562110105e-11,2.87074744769274e-05,0.16,NaN
-3.19526842159351e-11,3.10367871487426e-05,0.16,NaN
-3.82045515804039e-11,2.96515446905913e-05,0.16,NaN
-4.26519943203284e-11,3.00506630335364e-05,0.16,NaN
-4.36053099176124e-11,3.11551446580893e-05,0.16,NaN
-4.7437724620485e-11,3.15125021539763e-05,0.16,NaN
-5.85753510700558e-11,3.15712788867861e-05,0.16,NaN
-5.84283673801738e-11,3.36639524811972e-05,0.16,NaN
-6.62479782053532e-11,3.79856148526821e-05,0.16,NaN
-8.29823293311669e-11,3.80341750332324e-05,0.4,NaN
-9.47813484385509e-11,4.13447058998163e-05,0.4,NaN
-1.04996692863014e-10,4.11689759462205e-05,0.4,NaN
-1.1592635449664e-10,4.12666495824901e-05,0.4,NaN
-1.24152942671571e-10,4.25747499732032e-05,0.4,NaN
-1.28126016343927e-10,4.2880145063517e-05,0.4,NaN
-1.27442187332264e-10,3.97378904054523e-05,0.4,NaN
-1.20171590461292e-10,4.11879333885253e-05,0.4,NaN
-1.23586067363472e-10,3.83437591066632e-05,0.4,NaN
-1.26487752456801e-10,3.16418467664326e-05,0.4,NaN
-1.21363067394292e-10,2.921643521747e-05,0.4,NaN
-1.13006465459339e-10,2.93440616733279e-05,0.4,NaN
-1.05011299539912e-10,2.69631942087418e-05,0.4,NaN
-1.07640985221813e-10,2.65360509930784e-05,0.4,NaN
-1.0563999157155e-10,2.68642267707616e-05,0.4,NaN
-7.63111779697171e-11,2.64994100268937e-05,0.4,NaN
-3.62884482869403e-11,2.24271187379773e-05,0.4,NaN
5.7012257105757e-12,1.89264885161429e-05,0.4,NaN
2.94836221155109e-11,1.60881310335169e-05,0.4,NaN
3.85165498285922e-11,1.00841984560815e-05,0.4,NaN
3.74852932276245e-11,1.63866387767215e-05,0.4,NaN
3.43666907513322e-11,1.61147969974178e-05,0.4,NaN
2.48234188479154e-11,1.80548322111402e-05,0.4,NaN
1.57324051248992e-11,1.57439635331156e-05,0.4,NaN
7.8378999181305e-12,1.56625397222477e-05,0.4,NaN
2.33299027905096e-12,1.63302400965387e-05,0.4,NaN
4.42175621630931e-12,1.49984286388007e-05,0.4,NaN
4.55073034281671e-12,1.4416754702248e-05,0.4,NaN
6.97251864424034e-13,1.62150597596672e-05,0.4,NaN
-8.63715858975897e-12,1.4882125913437e-05,0.4,NaN
-2.04084133105565e-11,1.065582580405e-05,0.4,NaN
-3.31128504279759e-11,1.37672938823225e-05,0.97,NaN
-1.69922942000939e-11,1.01969275172345e-05,0.97,NaN
-8.54154854739282e-12,1.04470235283707e-05,0.97,NaN
-8.98735407535366e-12,1.03527551400125e-05,0.97,NaN
-1.86095304712736e-11,9.08313083771936e-06,0.97,NaN
-3.41904464377119e-11,7.2947595079411e-06,0.97,NaN
-4.35062068645432e-11,8.62444901553404e-06,0.97,NaN
-5.06738955741322e-11,6.6210530250858e-06,0.97,NaN
-5.70024302889774e-11,6.17352800828742e-06,0.97,NaN
-6.56954605980923e-11,6.12845397196261e-06,0.97,NaN
-7.73453026536147e-11,5.68383342282569e-06,0.97,NaN
-8.75077915595662e-11,6.21241796879344e-06,0.97,NaN
-8.29331725483356e-11,1.00686168864063e-05,0.97,NaN
-5.27351864522615e-11,1.37447215225385e-05,0.97,NaN
-4.75519577689223e-11,1.44539862336951e-05,0.97,NaN
-7.95387038449836e-11,1.33453998374145e-05,0.97,NaN
-1.3415588103189e-10,1.43989711253362e-05,0.97,NaN
-1.99996313193247e-10,1.43186385202161e-05,0.97,NaN
-2.50233629740132e-10,1.60240428913271e-05,0.97,NaN
-2.86201827307597e-10,1.74919214271018e-05,0.97,NaN
-3.07064160185451e-10,8.37969150708096e-06,0.97,NaN
-3.25599670107748e-10,1.08761746774402e-05,0.97,NaN
-3.47344943537488e-10,6.45007147178643e-06,0.97,NaN
-3.64530009061901e-10,6.63079755884722e-06,0.97,NaN
-3.81902544412551e-10,7.93520539534895e-06,0.97,NaN
-3.89224137158121e-10,7.69697472306181e-06,0.97,NaN
-4.22408994024461e-10,7.77458729705424e-06,0.97,NaN
-3.96845816350095e-10,7.67283147772396e-06,0.97,NaN
-3.65285959308908e-10,6.07483726622642e-06,1.73,NaN
-2.81976084832531e-10,5.65869732268184e-06,1.73,NaN
-2.07148223834835e-10,5.63911224457986e-06,1.73,NaN
-1.39394544782811e-10,3.87391745150688e-06,1.73,NaN
-1.00250822835402e-10,4.27314705376535e-06,1.73,NaN
-7.77928037237019e-11,3.9016299716865e-06,1.73,NaN
-7.12483978218507e-11,4.05275318202987e-06,1.73,NaN
-7.5332269137261e-11,9.83135117404064e-06,1.73,NaN
-9.78073459629513e-11,1.43701906752985e-05,1.73,NaN
-1.37170536903681e-10,1.29775027871386e-05,1.73,NaN
-1.79416063140234e-10,1.3002698953899e-05,1.73,NaN
-2.13647076244134e-10,1.31709324039346e-05,1.73,NaN
-2.49657107222723e-10,1.32619351817099e-05,1.73,NaN
-2.79681747661972e-10,1.33671069798053e-05,1.73,NaN
-2.93099666482647e-10,1.27195290727596e-05,1.73,NaN
-3.14994001109139e-10,8.95328886755591e-06,1.73,NaN
-3.67148184044679e-10,7.8772946289296e-06,1.73,NaN
-4.10235932467652e-10,8.66768105053813e-06,1.73,NaN
-4.49588017515377e-10,8.38444433335672e-06,1.73,NaN
-4.81050036640887e-10,7.43976324500678e-06,1.73,NaN
-4.97844804481913e-10,7.54510407130745e-06,1.73,NaN
-5.1974234805178e-10,6.09264827074699e-06,1.73,NaN
-5.43249934203146e-10,9.14043758355795e-06,1.73,NaN
-5.58183882220755e-10,1.5175371974155e-05,1.73,NaN
-5.44645798769146e-10,1.28629130606013e-05,1.73,NaN
-5.33128843979493e-10,1.31447933799516e-05,1.73,NaN
-5.27013781222257e-10,1.31857954800291e-05,1.73,NaN
-5.40100693763198e-10,1.22025470930664e-05,1.73,NaN
-5.7570443309109e-10,1.17026356404149e-05,1.73,NaN
-5.97422541422702e-10,1.2472081332085e-05,1.73,NaN
-6.64579212327994e-10,1.30501659754328e-05,1.73,NaN
-7.16602643101423e-10,1.30699402839978e-05,1.26,NaN
-7.65002284190103e-10,1.64575935875514e-05,1.26,NaN
-8.04069914633936e-10,2.74583131684345e-05,1.26,NaN
-8.62458475482383e-10,3.23769764108731e-05,1.26,NaN
-9.1384491400475e-10,3.60557917621336e-05,1.26,NaN
-9.54345289296728e-10,4.10722628836909e-05,1.26,NaN
-1.00456872443374e-09,4.18380358453404e-05,1.26,NaN
-1.04891692207972e-09,3.65735415159372e-05,1.26,NaN
-1.07667101028951e-09,3.2541723883852e-05,1.26,NaN
-1.07951283453204e-09,3.28776388174836e-05,1.26,NaN
-1.0723330602024e-09,3.36806006329923e-05,1.26,NaN
-1.04362646587528e-09,3.43057947180775e-05,1.26,NaN
-9.9551501198635e-10,3.54261762092853e-05,1.26,NaN
-9.78138708511079e-10,3.61118809222623e-05,1.26,NaN
-9.73679669719568e-10,4.64251337632452e-05,1.26,NaN
-9.77916447559175e-10,5.55101241870457e-05,1.26,NaN
-9.83748929905728e-10,5.3460917686597e-05,1.26,NaN
-9.75606599417158e-10,5.20880190571864e-05,1.26,NaN
-9.43074293796179e-10,5.22453277037842e-05,1.26,NaN
-8.7679366715897e-10,5.23850888986726e-05,1.26,NaN
-7.80183993411576e-10,5.34735112004836e-05,1.26,NaN
-6.98881216258341e-10,5.42152127592451e-05,1.26,NaN
-6.27564620097692e-10,4.89497225029683e-05,1.26,NaN
-5.6338672168337e-10,4.25232409474619e-05,1.26,NaN
-5.5239981267941e-10,4.27215589793839e-05,1.26,NaN
-5.50027099053964e-10,4.27359706913635e-05,1.26,NaN
-5.44563208228353e-10,4.28016586466605e-05,1.26,NaN
-5.18327106797517e-10,4.28562786146586e-05,1.26,NaN
-5.00452155359964e-10,4.29093093351708e-05,1.26,NaN
-4.76300614621974e-10,4.24262227447978e-05,1.26,NaN
-4.63238552518803e-10,4.2719058662407e-05,1.01,NaN
-4.79322998936122e-10,4.36174123975607e-05,1.01,NaN
-5.4760168678802e-10,4.00523569686581e-05,1.01,NaN
-6.14493665710415e-10,2.95231305788589e-05,1.01,NaN
-6.54460000937046e-10,2.38717599727088e-05,1.01,NaN
-6.98068317796861e-10,2.01899619755597e-05,1.01,NaN
-7.16896238853564e-10,1.5580507126178e-05,1.01,NaN
-7.02826514566007e-10,1.51647941821553e-05,1.01,NaN
-6.63397147821437e-10,1.5298491439776e-05,1.01,NaN
-6.12148184455776e-10,1.5431199474149e-05,1.01,NaN
-5.78306444358016e-10,1.57239420721263e-05,1.01,NaN
-5.49708278814938e-10,1.54341000318774e-05,1.01,NaN
-5.23845929814215e-10,1.53016740761961e-05,1.01,NaN
-5.02677084463741e-10,1.46607675671434e-05,1.01,NaN
-4.71727491054297e-10,1.45286614622064e-05,1.01,NaN
-4.48675325713151e-10,4.87314851855922e-06,1.01,NaN
-4.29817629109805e-10,-3.10800406514571e-06,1.01,NaN
-4.06238673117805e-10,-2.97509656065872e-06,1.01,NaN
-3.97270745381451e-10,-2.85064583623619e-06,1.01,NaN
-4.1087880515659e-10,-2.41079046616018e-06,1.01,NaN
-4.51079249465943e-10,-1.82641349099482e-06,1.01,NaN
-5.22206847737893e-10,-2.5998751754528e-06,1.01,NaN
-5.6446797415444e-10,-3.24568520802216e-06,1.01,NaN
-5.9275621141702e-10,-3.1248509389238e-06,1.01,NaN
-6.28368483671639e-10,-2.98377314068887e-06,1.01,NaN
-6.45457138291376e-10,-2.84072098435539e-06,1.01,NaN
-6.39172312503527e-10,-2.59409173755082e-06,1.01,NaN
-6.02820780829506e-10,-2.35691094575522e-06,1.01,NaN
-5.73573303303948e-10,-2.15435936101812e-06,1.01,NaN
-5.41644263491082e-10,-1.93805168685822e-06,1.01,NaN
-5.09349890303716e-10,-1.80558297255051e-06,1.01,NaN
-4.78344401397504e-10,-2.08011124625195e-06,1.9,NaN
-4.43792281353284e-10,-2.88704168946344e-06,1.9,NaN
-4.01640831378663e-10,-2.83003978571901e-06,1.9,NaN
-3.51829757491389e-10,-2.77669380743508e-06,1.9,NaN
-3.02629789751878e-10,-2.84979412801886e-06,1.9,NaN
-2.60621098260689e-10,-2.82169881689681e-06,1.9,NaN
-2.18478662133085e-10,-2.74789638617569e-06,1.9,NaN
-1.83330447352895e-10,-2.7100222948764e-06,1.9,NaN
-1.63916563810425e-10,-2.49324570067252e-06,1.9,NaN
-1.51238293068605e-10,-2.39411193173201e-06,1.9,NaN
-1.35007323054837e-10,-2.54087065967151e-06,1.9,NaN
-1.29161728884829e-10,-2.18436861786018e-06,1.9,NaN
-1.4520302291107e-10,-2.10092883793826e-06,1.9,NaN
-1.58206441105027e-10,-2.13432743157234e-06,1.9,NaN
-1.43534337275002e-10,-2.24033073320577e-06,1.9,NaN
-1.3489523464525e-10,-2.46059602905945e-06,1.9,NaN
-1.28380509587366e-10,-2.78894239234957e-06,1.9,NaN
-1.19101347389869e-10,-2.76853751629669e-06,1.9,NaN
-8.72824203756485e-11,-2.91100685037681e-06,1.9,NaN
-5.44953945524244e-11,-3.0366205606923e-06,1.9,NaN
-2.91663589663114e-11,-2.89457503028104e-06,1.9,NaN
-2.65194639627104e-12,-2.2934128051908e-06,1.9,NaN
1.36974958908696e-11,-2.19259933932182e-06,1.9,NaN
2.3137044048337e-11,-2.16844616548469e-06,1.9,NaN
3.35717688578707e-11,-2.05383213212808e-06,1.9,NaN
4.87193745349815e-11,-1.95165568363167e-06,1.9,NaN
5.32130624184954e-11,-1.95545351992372e-06,1.9,NaN
3.1980020863462e-11,-1.97463231468362e-06,1.9,NaN
2.40906419934873e-11,-2.3629815318503e-07,1.9,NaN
2.5186936562135e-11,3.88215113321491e-06,1.9,NaN
1.62834245110138e-11,1.00158883270433e-05,2.47,NaN
5.73670446841865e-12,1.01664865720513e-05,2.47,NaN
8.56055949897084e-12,1.04224879716735e-05,2.47,NaN
3.85241311399447e-12,1.07717733767566e-05,2.47,NaN
-8.84140095365696e-12,1.12408980395432e-05,2.47,NaN
-2.05397960573694e-11,1.16555054309202e-05,2.47,NaN
-2.8670056716444e-11,1.16587410181547e-05,2.47,NaN
-4.85549510951457e-11,1.16455384730896e-05,2.47,NaN
-5.66254963251378e-11,1.17018070399076e-05,2.47,NaN
-5.45293038688024e-11,1.13466801527619e-05,2.47,NaN
-5.013977572168e-11,1.10996045643077e-05,2.47,NaN
-4.64445404382279e-11,1.09451012888318e-05,2.47,NaN
-4.04737450787911e-11,1.08071199595639e-05,2.47,NaN
-3.17410784646853e-11,1.06917885781618e-05,2.47,NaN
-3.75533257960433e-11,1.13566402526788e-05,2.47,NaN
-6.18328867254183e-11,1.17157453015368e-05,2.47,NaN
-7.64145107975117e-11,1.18193083371655e-05,2.47,NaN
-7.49531228261399e-11,1.20715423609669e-05,2.47,NaN
-7.58504103245969e-11,1.711153070396e-05,2.47,NaN
-7.88298113450529e-11,1.92863210783068e-05,2.47,NaN
-8.14720610542408e-11,3.1761678825679e-05,2.47,NaN
-5.02970687663493e-11,3.46331527540417e-05,2.47,NaN
-3.05820436586268e-11,3.39542472965099e-05,2.47,NaN
-2.00051687906697e-11,3.37990328822768e-05,2.47,NaN
-1.48904964401471e-11,3.37068239279881e-05,2.47,NaN
-1.17928643390142e-11,3.37002391186066e-05,2.47,NaN
-7.32195029191752e-12,3.35172762987887e-05,2.47,NaN
1.77677052770835e-12,3.47184093598184e-05,2.47,NaN
2.35621571536936e-11,3.67381385388794e-05,2.47,NaN
3.22907133176307e-11,3.57454574862962e-05,2.47,NaN
4.23066655836404e-11,3.14706372880012e-05,2.47,NaN
5.69374748351236e-11,2.5563983363019e-05,1.18,NaN
8.02308241226588e-11,2.55509220035707e-05,1.18,NaN
9.81304860805804e-11,2.54490488963318e-05,1.18,NaN
1.12690138765761e-10,2.51264789258953e-05,1.18,NaN
1.25113398461903e-10,2.45571091908806e-05,1.18,NaN
1.34786011795359e-10,2.48165708904925e-05,1.18,NaN
1.42144464738944e-10,2.60746940140526e-05,1.18,NaN
1.48542492008217e-10,2.62454919011675e-05,1.18,NaN
1.64204679911946e-10,2.79529358747378e-05,1.18,NaN
1.74155635741895e-10,3.15354653467403e-05,1.18,NaN
1.79713051299291e-10,3.4133819028405e-05,1.18,NaN
1.80710706113217e-10,3.50188442008199e-05,1.18,NaN
1.76161826267591e-10,3.46954198056235e-05,1.18,NaN
1.73226126400942e-10,3.46563384306683e-05,1.18,NaN
1.72613920367274e-10,3.40779449867646e-05,1.18,NaN
1.72343773111454e-10,3.37985756690548e-05,1.18,NaN
1.67412011469342e-10,3.3566595973568e-05,1.18,NaN
1.52962727528282e-10,3.332624629053e-05,1.18,NaN
1.46095928426807e-10,2.88371073724601e-05,1.18,NaN
1.34331413417031e-10,2.65827955837335e-05,1.18,NaN
1.2560750203879e-10,1.38975716995334e-05,1.18,NaN
8.76294179977149e-11,1.03618800968848e-05,1.18,NaN
5.68521232046682e-11,1.04464177577671e-05,1.18,NaN
3.99840748446488e-11,1.06276603467775e-05,1.18,NaN
3.46798990836064e-11,1.09526250201561e-05,1.18,NaN
3.22689188623385e-11,1.10875443617091e-05,1.18,NaN
2.85181181374236e-11,1.14706958729996e-05,1.18,NaN
2.11322995189451e-11,1.08579454788555e-05,1.18,NaN
-4.02933936216597e-12,9.10030437637078e-06,1.18,NaN
-1.92970362929337e-11,8.21543933761308e-06,1.18,NaN
-3.01296961272493e-11,8.46708249552728e-06,1.18,NaN
-4.0611294243583e-11,8.25176333200462e-06,0.47,NaN
-5.5234043023584e-11,8.11143442822953e-06,0.47,NaN
-6.93792635959927e-11,7.8039172190995e-06,0.47,NaN
-8.1599935813735e-11,7.62931858515502e-06,0.47,NaN
-8.94258953503863e-11,7.94271204738471e-06,0.47,NaN
-9.48078984169608e-11,8.74211474960265e-06,0.47,NaN
-9.73663950662687e-11,9.32176942822138e-06,0.47,NaN
-1.0026478854978e-10,9.16138071571413e-06,0.47,NaN
-1.16059227864374e-10,7.34945369285186e-06,0.47,NaN
-1.32784995263024e-10,3.77977986552989e-06,0.47,NaN
-1.48219326963476e-10,1.44941855757973e-06,0.47,NaN
-1.60355083480159e-10,6.36156823398075e-07,0.47,NaN
-1.63783015904879e-10,1.64481484054143e-06,0.47,NaN
-1.60934656709744e-10,3.45972488180368e-06,0.47,NaN
-1.55387975031106e-10,3.91238216543474e-06,0.47,NaN
-1.45974191230888e-10,4.78537110894229e-06,0.47,NaN
-1.38039544075215e-10,5.37996119782649e-06,0.47,NaN
-1.30349357427911e-10,4.96531939725405e-06,0.47,NaN
-1.26230130942259e-10,3.97852338347479e-06,0.47,NaN
-1.24598585766334e-10,4.26197420875387e-06,0.47,NaN
-1.24877962971966e-10,4.88695099027288e-06,0.47,NaN
-1.27599027771808e-10,6.75662717059937e-06,0.47,NaN
-1.27421665675635e-10,8.14006363093754e-06,0.47,NaN
-1.13924976185436e-10,8.00003424985688e-06,0.47,NaN
-1.01192939922743e-10,8.51594281850176e-06,0.47,NaN
-8.78349790465103e-11,7.98470640171999e-06,0.47,NaN
-7.90039893842652e-11,7.31099076458695e-06,0.47,NaN
-7.95440711506386e-11,6.74813590491502e-06,0.47,NaN
-8.35387657347188e-11,6.27451189029657e-06,0.47,NaN
-8.91964288353562e-11,6.38209432468397e-06,0.47,NaN
-9.26544522109858e-11,6.2468380603951e-06,0.68,NaN
-9.52546561707565e-11,6.44096076982445e-06,0.68,NaN
-1.01934712595273e-10,6.09200394362494e-06,0.68,NaN
-1.09138902277765e-10,5.91474269584445e-06,0.68,NaN
-1.13415620207545e-10,5.73890924131017e-06,0.68,NaN
-1.18362261788743e-10,5.10336150362224e-06,0.68,NaN
-1.14796342662291e-10,4.04039187395708e-06,0.68,NaN
-1.05475573005218e-10,3.00843311684312e-06,0.68,NaN
-8.90379523735233e-11,3.14120762845336e-06,0.68,NaN
-7.09620243594355e-11,2.79833542532728e-06,0.68,NaN
-5.78158194381042e-11,2.61007052625522e-06,0.68,NaN
-4.646080518519e-11,2.06008158002429e-06,0.68,NaN
-3.77874977357841e-11,1.65884913108676e-06,0.68,NaN
-3.25567467861013e-11,8.43322912273034e-07,0.68,NaN
-3.60628681934792e-11,4.82540700642419e-09,0.68,NaN
-4.54182862710483e-11,-9.93356045209225e-07,0.68,NaN
-5.57726304452312e-11,-2.29347849448936e-06,0.68,NaN
